,dataElement,period,orgUnit,categoryOptionCombo,attributeOptionCombo,value,storedBy,created,lastUpdated,comment,followup
852,Penta3 doses given,202201,Bumbuna CHC,"Fixed, <1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
853,Penta3 doses given,202201,Bumbuna CHC,"Outreach, <1y",default,9,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
854,Yellow Fever doses given,202201,Bumbuna CHC,"Fixed, <1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
855,Yellow Fever doses given,202201,Bumbuna CHC,"Outreach, <1y",default,20,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
856,Measles doses given,202201,Bumbuna CHC,"Fixed, <1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
857,Measles doses given,202201,Bumbuna CHC,"Outreach, <1y",default,20,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
858,Children getting therapeutic feeding,202201,Bumbuna CHC,"Fixed, <1y",default,3,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
859,Children getting therapeutic feeding,202201,Bumbuna CHC,"Fixed, >1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
860,Children getting therapeutic feeding,202201,Bumbuna CHC,"Outreach, <1y",default,5,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
861,Children getting therapeutic feeding,202201,Bumbuna CHC,"Outreach, >1y",default,20,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
862,Newborn protected at birth against tetanus (TT2+),202201,Bumbuna CHC,"Fixed, <1y",default,20,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
863,Newborn protected at birth against tetanus (TT2+),202201,Bumbuna CHC,"Outreach, <1y",default,40,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
864,Q_Early breastfeeding (within 1 hr after delivery) at BCG,202201,Bumbuna CHC,"Fixed, <1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
865,Q_Early breastfeeding (within 1 hr after delivery) at BCG,202201,Bumbuna CHC,"Outreach, <1y",default,5,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
866,Q_Exclusive breastfeeding at time of Penta 3,202201,Bumbuna CHC,"Fixed, <1y",default,9,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
867,Q_Exclusive breastfeeding at time of Penta 3,202201,Bumbuna CHC,"Outreach, <1y",default,9,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
868,Q_LLITN given at time of 2nd Vit A dose,202201,Bumbuna CHC,"Fixed, >1y",default,7,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
869,Q_LLITN given at time of 2nd Vit A dose,202201,Bumbuna CHC,"Outreach, >1y",default,11,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
870,Q_Slept under LLIN last night Measles,202201,Bumbuna CHC,"Fixed, <1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
871,Q_Slept under LLIN last night Measles,202201,Bumbuna CHC,"Outreach, <1y",default,9,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
872,Q_Vitamin A received 4-6 months ago at 12-59 dose,202201,Bumbuna CHC,"Fixed, >1y",default,5,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
873,Q_Vitamin A received 4-6 months ago at 12-59 dose,202201,Bumbuna CHC,"Outreach, >1y",default,4,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
874,Vitamin A given to < 5y,202201,Bumbuna CHC,"Fixed, <1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
875,Vitamin A given to < 5y,202201,Bumbuna CHC,"Fixed, >1y",default,12,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
876,Vitamin A given to < 5y,202201,Bumbuna CHC,"Outreach, <1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
877,Vitamin A given to < 5y,202201,Bumbuna CHC,"Outreach, >1y",default,15,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
878,Weight for age below lower line (red),202201,Bumbuna CHC,"Fixed, >1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
879,Weight for age below lower line (red),202201,Bumbuna CHC,"Outreach, >1y",default,4,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
880,Weight for age between middle and lower line (yellow),202201,Bumbuna CHC,"Fixed, >1y",default,9,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
881,Weight for age between middle and lower line (yellow),202201,Bumbuna CHC,"Outreach, >1y",default,5,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
882,Weight for age on or above middle line (green),202201,Bumbuna CHC,"Fixed, <1y",default,40,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
883,Weight for age on or above middle line (green),202201,Bumbuna CHC,"Outreach, <1y",default,50,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
884,Weight for height 70-79 percent,202201,Bumbuna CHC,"Fixed, <1y",default,14,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
885,Weight for height 70-79 percent,202201,Bumbuna CHC,"Fixed, >1y",default,30,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
886,Weight for height 70-79 percent,202201,Bumbuna CHC,"Outreach, <1y",default,16,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
887,Weight for height 70-79 percent,202201,Bumbuna CHC,"Outreach, >1y",default,30,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
888,Weight for height 80 percent and above,202201,Bumbuna CHC,"Fixed, >1y",default,1,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
889,Weight for height 80 percent and above,202201,Bumbuna CHC,"Outreach, >1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
890,Weight for height below 70 percent,202201,Bumbuna CHC,"Fixed, >1y",default,3,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
891,Weight for height below 70 percent,202201,Bumbuna CHC,"Outreach, >1y",default,3,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
892,BCG doses given,202201,Fairo CHC,"Fixed, <1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
893,BCG doses given,202201,Fairo CHC,"Outreach, <1y",default,1,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
894,Fully Immunized child,202201,Fairo CHC,"Fixed, <1y",default,8,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
895,OPV0 doses given,202201,Fairo CHC,"Fixed, <1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
896,OPV0 doses given,202201,Fairo CHC,"Outreach, <1y",default,1,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
897,OPV1 doses given,202201,Fairo CHC,"Fixed, <1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
898,OPV1 doses given,202201,Fairo CHC,"Outreach, <1y",default,6,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
899,OPV2 doses given,202201,Fairo CHC,"Fixed, <1y",default,5,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
900,OPV2 doses given,202201,Fairo CHC,"Outreach, <1y",default,4,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
901,OPV3 doses given,202201,Fairo CHC,"Fixed, <1y",default,4,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
902,OPV3 doses given,202201,Fairo CHC,"Outreach, <1y",default,6,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
903,Penta1 doses given,202201,Fairo CHC,"Fixed, <1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
904,Penta1 doses given,202201,Fairo CHC,"Outreach, <1y",default,6,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
905,Penta2 doses given,202201,Fairo CHC,"Fixed, <1y",default,5,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
906,Penta2 doses given,202201,Fairo CHC,"Outreach, <1y",default,4,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
907,Penta3 doses given,202201,Fairo CHC,"Fixed, <1y",default,4,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
908,Penta3 doses given,202201,Fairo CHC,"Outreach, <1y",default,6,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
909,Yellow Fever doses given,202201,Fairo CHC,"Fixed, <1y",default,8,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
910,Measles doses given,202201,Fairo CHC,"Fixed, <1y",default,8,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
911,Children supplied with food supplemements,202201,Fairo CHC,"Fixed, <1y",default,12,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
912,Children supplied with food supplemements,202201,Fairo CHC,"Outreach, >1y",default,20,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
913,Newborn protected at birth against tetanus (TT2+),202201,Fairo CHC,"Fixed, <1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
914,Newborn protected at birth against tetanus (TT2+),202201,Fairo CHC,"Outreach, <1y",default,1,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
915,Q_Early breastfeeding (within 1 hr after delivery) at BCG,202201,Fairo CHC,"Fixed, <1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
916,Q_Early breastfeeding (within 1 hr after delivery) at BCG,202201,Fairo CHC,"Outreach, <1y",default,1,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
917,Q_Exclusive breastfeeding at time of Penta 3,202201,Fairo CHC,"Outreach, <1y",default,1,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
918,Q_Slept under LLIN last night Measles,202201,Fairo CHC,"Fixed, <1y",default,8,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
919,Q_Vitamin A received 4-6 months ago at 12-59 dose,202201,Fairo CHC,"Fixed, >1y",default,8,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
920,Vitamin A given to < 5y,202201,Fairo CHC,"Fixed, <1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
921,Vitamin A given to < 5y,202201,Fairo CHC,"Fixed, >1y",default,8,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
922,Weight for age between middle and lower line (yellow),202201,Fairo CHC,"Fixed, <1y",default,1,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
923,Weight for age between middle and lower line (yellow),202201,Fairo CHC,"Fixed, >1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
924,Weight for age between middle and lower line (yellow),202201,Fairo CHC,"Outreach, <1y",default,1,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
925,Weight for age on or above middle line (green),202201,Fairo CHC,"Fixed, <1y",default,40,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
926,Weight for age on or above middle line (green),202201,Fairo CHC,"Fixed, >1y",default,30,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
927,Weight for age on or above middle line (green),202201,Fairo CHC,"Outreach, <1y",default,7,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
928,Weight for height 70-79 percent,202201,Fairo CHC,"Fixed, <1y",default,1,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
929,Weight for height 70-79 percent,202201,Fairo CHC,"Fixed, >1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
930,Weight for height 70-79 percent,202201,Fairo CHC,"Outreach, <1y",default,1,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
931,Weight for height 80 percent and above,202201,Fairo CHC,"Fixed, <1y",default,40,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
932,Weight for height 80 percent and above,202201,Fairo CHC,"Fixed, >1y",default,30,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
933,Weight for height 80 percent and above,202201,Fairo CHC,"Outreach, <1y",default,7,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
934,Weight for height below 70 percent,202201,Fairo CHC,"Outreach, <1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
935,BCG doses given,202201,Bumpeh Perri CHC,"Fixed, <1y",default,20,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
936,BCG doses given,202201,Bumpeh Perri CHC,"Outreach, <1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
937,Fully Immunized child,202201,Bumpeh Perri CHC,"Fixed, <1y",default,13,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
938,Fully Immunized child,202201,Bumpeh Perri CHC,"Outreach, <1y",default,20,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
939,OPV0 doses given,202201,Bumpeh Perri CHC,"Fixed, <1y",default,20,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
940,OPV0 doses given,202201,Bumpeh Perri CHC,"Outreach, <1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
941,OPV1 doses given,202201,Bumpeh Perri CHC,"Fixed, <1y",default,15,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
942,OPV1 doses given,202201,Bumpeh Perri CHC,"Outreach, <1y",default,12,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
943,OPV2 doses given,202201,Bumpeh Perri CHC,"Fixed, <1y",default,7,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
944,OPV2 doses given,202201,Bumpeh Perri CHC,"Outreach, <1y",default,16,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
945,OPV3 doses given,202201,Bumpeh Perri CHC,"Fixed, <1y",default,18,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
946,OPV3 doses given,202201,Bumpeh Perri CHC,"Outreach, <1y",default,13,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
947,Penta1 doses given,202201,Bumpeh Perri CHC,"Fixed, <1y",default,15,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
948,Penta1 doses given,202201,Bumpeh Perri CHC,"Outreach, <1y",default,12,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
949,Penta2 doses given,202201,Bumpeh Perri CHC,"Fixed, <1y",default,7,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
950,Penta2 doses given,202201,Bumpeh Perri CHC,"Outreach, <1y",default,16,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
951,Penta3 doses given,202201,Bumpeh Perri CHC,"Fixed, <1y",default,18,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
952,Penta3 doses given,202201,Bumpeh Perri CHC,"Outreach, <1y",default,13,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
953,Yellow Fever doses given,202201,Bumpeh Perri CHC,"Fixed, <1y",default,13,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
954,Yellow Fever doses given,202201,Bumpeh Perri CHC,"Outreach, <1y",default,20,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
955,Measles doses given,202201,Bumpeh Perri CHC,"Fixed, <1y",default,13,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
956,Measles doses given,202201,Bumpeh Perri CHC,"Outreach, <1y",default,20,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
957,Children getting therapeutic feeding,202201,Bumpeh Perri CHC,"Fixed, <1y",default,5,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
958,Children getting therapeutic feeding,202201,Bumpeh Perri CHC,"Fixed, >1y",default,7,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
959,Mebendazole/Albendazole (for children 12-59 months),202201,Bumpeh Perri CHC,"Fixed, >1y",default,17,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
960,Mebendazole/Albendazole (for children 12-59 months),202201,Bumpeh Perri CHC,"Outreach, >1y",default,12,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
961,Newborn protected at birth against tetanus (TT2+),202201,Bumpeh Perri CHC,"Fixed, <1y",default,20,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
962,Newborn protected at birth against tetanus (TT2+),202201,Bumpeh Perri CHC,"Outreach, <1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
963,Q_Early breastfeeding (within 1 hr after delivery) at BCG,202201,Bumpeh Perri CHC,"Fixed, <1y",default,20,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
964,Q_Early breastfeeding (within 1 hr after delivery) at BCG,202201,Bumpeh Perri CHC,"Outreach, <1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
965,Q_Exclusive breastfeeding at time of Penta 3,202201,Bumpeh Perri CHC,"Fixed, <1y",default,11,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
966,Q_Exclusive breastfeeding at time of Penta 3,202201,Bumpeh Perri CHC,"Outreach, <1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
967,Q_Slept under LLIN last night Measles,202201,Bumpeh Perri CHC,"Fixed, <1y",default,13,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
968,Q_Slept under LLIN last night Measles,202201,Bumpeh Perri CHC,"Outreach, <1y",default,20,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
969,Q_Vitamin A received 4-6 months ago at 12-59 dose,202201,Bumpeh Perri CHC,"Fixed, >1y",default,17,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
970,Q_Vitamin A received 4-6 months ago at 12-59 dose,202201,Bumpeh Perri CHC,"Outreach, >1y",default,12,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
971,Vitamin A given to < 5y,202201,Bumpeh Perri CHC,"Fixed, <1y",default,13,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
972,Vitamin A given to < 5y,202201,Bumpeh Perri CHC,"Fixed, >1y",default,17,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
973,Vitamin A given to < 5y,202201,Bumpeh Perri CHC,"Outreach, <1y",default,20,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
974,Vitamin A given to < 5y,202201,Bumpeh Perri CHC,"Outreach, >1y",default,12,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
975,Weight for age between middle and lower line (yellow),202201,Bumpeh Perri CHC,"Fixed, <1y",default,5,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
976,Weight for age on or above middle line (green),202201,Bumpeh Perri CHC,"Fixed, <1y",default,51,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
977,Weight for age on or above middle line (green),202201,Bumpeh Perri CHC,"Fixed, >1y",default,84,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
978,Weight for age on or above middle line (green),202201,Bumpeh Perri CHC,"Outreach, <1y",default,21,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
979,Weight for age on or above middle line (green),202201,Bumpeh Perri CHC,"Outreach, >1y",default,49,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
980,Weight for height 70-79 percent,202201,Bumpeh Perri CHC,"Fixed, <1y",default,5,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
981,Weight for height 80 percent and above,202201,Bumpeh Perri CHC,"Fixed, <1y",default,51,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
